319491	test_g1_0622	16105.1	100	20	0	0	1	20	4730898	4730879	0.003	40.1
322531	test_g1_0064	16088.1	100	20	0	0	1	20	3514890	3514871	0.003	40.1
330239	test_g1_0746	16090.1	100	20	0	0	1	20	803071	803052	0.003	40.1
337069	test_g1_0857	16105.1	100	18	0	0	2	19	5183605	5183588	0.05	36.2
352753	test_g1_0717	16107.1	100	16	0	0	3	18	33587806	33587821	0.78	32.2
374300	test_g1_0913	16092.1	100	16	0	0	5	20	36558675	36558660	0.78	32.2
393368	test_g1_0401	16097.1	100	25	0	0	1	25	46966253	46966229	3.34E-06	50.1
423297	test_g1_0703	16100.1	100	20	0	0	1	20	37891070	37891089	0.003	40.1
434240	test_g1_0885	16100.1	100	16	0	0	1	16	42780318	42780303	0.78	32.2
459288	test_g1_0303	16106.1	100	22	0	0	2	23	37935710	37935731	0.000206	44.1
472702	test_g1_0005	16104.1	100	20	0	0	1	20	1258859	1258840	0.003	40.1
542386	test_g1_0353	16089.1	100	20	0	0	1	20	11693574	11693555	0.003	40.1
569817	test_g1_0967	16098.1	100	20	0	0	4	23	826290	826309	0.003	40.1
asfbadfhadha												
